title,text,subject,date,is_fake
New Hampshire governor asks Trump to stop Indonesian deportation effort,"BOSTON (Reuters) - New Hampshire Governor Chris Sununu on Monday publicly called on U.S. President Donald Trump, a fellow Republican, to halt an effort to deport 69 Indonesian Christians who fled violence in that country two decades ago and are living illegally in the state. The group had been living near the state’s coast under the terms of a 2010 deal worked out with Immigration and Customs Enforcement (ICE) that allowed them to remain so long as they handed in their passports and turned up for regular check-ins with immigration officials. That changed starting in August when members of the group who arrived for scheduled meetings with ICE officials at the agency’s Manchester, New Hampshire, office were told to buy one-way plane tickets back to Indonesia, which they fled after 1998 riots that left about 1,000 people dead. “I am respectfully requesting that your administration reconsider its decision to deport these individuals, and I urge a resolution that will allow them to remain in the United States,” Sununu said in a letter to Trump dated Friday, which his office made public on Monday. Several members of the group, who are all ethnic Chinese, told Reuters they fear that they would face discrimination or violence if they returned to the world’s largest majority-Muslim country. “While I firmly believe that we must take steps to curb illegal immigration, it is also imperative that we make the process for legal immigration more streamlined and practical,” Sununu wrote. The White House did not respond to a request for comment. Immigration advocates have filed lawsuits in Boston on behalf of 47 members of the group asking a federal court judge to intervene. Chief U.S. District Judge Patti Saris has ordered a stay to the deportations, but has indicated that she has little jurisdiction over immigration, which is handled by the Executive Office for Immigration review. She is currently weighing whether she can order a longer delay to give the affected people, many of whom have U.S.-born children, time to renew their efforts to gain legal status. Most of the group entered the United States legally on tourist visas following the riots, which erupted at the start of the Asian financial crisis. They overstayed their visas and failed to apply for asylum on time, but have been allowed to live openly under the accord with ICE, negotiated with the help of U.S. Senator Jeanne Shaheen, a Democrat. ",politicsNews,"October 23, 2017 ",False
Campaign chief to oversee Trump U.S. vice presidential search,"WASHINGTON (Reuters) - Donald Trump’s campaign manager, Corey Lewandowski, will oversee the presumptive Republican U.S. presidential nominee’s search for a running mate, a campaign aide said on Tuesday. Lewandowski last week took over the vice presidential selection process and is drawing up a list of potential candidates and speaking with Republican Party figures, two top Republicans told the Washington Post, which first reported the move. The two Republicans said they expected lawyers or a law firm to help vet Trump’s short list of candidates, the Post reported. The Trump campaign aide, speaking on condition of anonymity, confirmed that Lewandowski is leading the effort but would not elaborate. Trump has said he is considering some of his former rivals for the Republican nomination. But some already have ruled themselves out or declared they will not support the billionaire businessman. One of those was U.S. Senator Marco Rubio of Florida, who on Monday sought to quash speculation he might emerge as the running mate, saying he still has deep reservations about Trump. Trump has bristled at Republicans who publicly have taken themselves out of the running. The day after Rubio’s announcement, Trump wrote in a Twitter post, “It is only the people that were never asked to be VP that tell the press that they will not take the position.” Trump has said he plans to select a Republican with political experience as his choice for vice president. Lewandowski has been part of Trump’s inner circle since the beginning of his candidacy. Other Trump senior advisers, including Paul Manafort and Rick Wiley, will concentrate on the campaign’s national field operation and planning for the Republican National Convention in July, the Post said. Lewandowski has generated controversy during Trump’s campaign for president. He was hit in March with a misdemeanor battery charge relating to an incident involving a female reporter, but prosecutors in Florida’s Palm Beach County last month decided not to prosecute Lewandowski. ",politicsNews,"May 10, 2016 ",False
Britain says expects most EU citizens can stay after Brexit,"LONDON (Reuters) - The British government said on Tuesday that most European Union citizens currently living in Britain will be allowed to remain in the country after Brexit in 2019. Outlining plans for a mass registration program, the Department for Exiting the European Union and the interior ministry said EU nationals will be given a two-year grace period to apply for settled status after Britain leaves the EU. The legal status and rights of EU nationals is one of the thornier issues in Britain s complicated exit from the bloc. There are about 3 million EU citizens living in Britain.  Caseworkers will be able to use discretion when processing applications, meaning they should not be refused for minor technicalities, and the majority would be granted, the departments said in a statement. The cost of an application should be no more than the cost of a British passport and EU citizens will also be given a statutory right of appeal if denied.   We have been clear that safeguarding the rights of EU citizens is our top priority in negotiations,  Brexit minister David Davis said.  We will support everyone wishing to stay to gain settled status through a new straightforward, streamlined system.  ",worldnews,"November 7, 2017 ",False
U.S. says it will take steps after Cambodia's dissolves opposition party,"WASHINGTON (Reuters) - The United States expressed  grave concern  on Thursday about the Cambodian government s decision to dissolve the main opposition party and said Washington will take  concrete steps  in response, according to a White House statement. As a first step, the White House said, the United States will end its support for the Cambodian National Election Committee and its administration of the 2018 national election. ",worldnews,"November 17, 2017 ",False
(VIDEO) DONALD TRUMP: “NOT BEHOLDEN TO ANYONE”,I listened to this interview and it really reinforces my belief that Trump s heart is in the right place. I especially love his comment on our vets. He s passionate about making America great again and it shows! ,politics,"Aug 1, 2015",True
BARACK OBAMA GOES THERE…Compares President Trump To Hitler In Front Of Chicago Audience,"Crains Chicago Business   American democracy is fragile, and unless care is taken it could follow the path of Nazi Germany in the 1930s.Mixed in with many softer comments, that was the somewhat jaw-dropping bottom line of Barack Obama last night as, in a Q&A session before the Economic Club of Chicago, the Chicagoan who used to be president dropped a bit of red meat to a hometown crowd that likely is a lot closer to him than the man whose name never was mentioned: President Donald Trump.Obama s comments came after a series of playful questions from moderator and Ariel Investments President Mellody Hobson in the great Batman vs. Superman debate, for instance, we learned Obama sides with Batman before she eventually asked him what he s learned as a world citizen of sorts.One thing he s learned is that  things don t happen internationally if we don t put our shoulder to the wheel,  Obama said, speaking of the U.S.  No other country has the experience and bandwith and ideals. . . .If the U.S. doesn t do it, it s not going to happen. Obama gave one specific example, but it was a solid one: Ebola. To fight the virus the U.S. did everything from build an airport tarmac in Africa to send in medical teams and ferry medicos from other countries.  We probably saved a million lives by doing that,  he said.At least indirectly, those comments could be seen as criticism of Trump, whose foreign policy focuses on an  America first  paradigm that critics say distracts from this country s unique role.Obama moved from that to talking about a nativist mistrust and unease that has swept around the world. He argued that such things as the speed of technical change and the uneven impact of globalization have come too quickly to be absorbed in many cultures, bringing strange new things and people to areas in which  people didn t (used to) challenge your assumptions.  As a result,  nothing feels solid,  he said.  Sadly, there s something in us that looks for simple answers when we re agitated. Still, the U.S. has survived tough times before and will again, he noted, particularly mentioning the days of communist fighter Joseph McCarthy and former President Richard Nixon. But one reason the country survived is because it had a free press to ask questions, Obama added. Though he has problems with the media just like Trump has had,  what I understood was the principle that the free press was vital. The danger is  grow(ing) complacent,  Obama said.  We have to tend to this garden of democracy or else things could fall apart quickly. That s what happened in Germany in the 1930s which, despite the democracy of the Weimar Republic and centuries of high-level cultural and scientific achievements, Adolph Hitler rose to dominate, Obama noted.  Sixty million people died. . . .So, you ve got to pay attention. And vote. ",politics,"Dec 6, 2017",True
Trump handling of security information at Mar-a-Lago queried by House panel,"WASHINGTON (Reuters) - President Donald Trump’s handling of U.S. security information at his Florida resort came under congressional scrutiny on Tuesday as a watchdog panel asked the White House to explain reports that Trump dealt with a sensitive foreign policy issue in view of club guests. Representative Jason Chaffetz, head of the House of Representatives oversight committee, sent a letter asking the White House for details on how Trump and Japanese Prime Minister Shinzo Abe responded to a North Korean ballistic missile test while visiting the Mar-a-Lago golf resort over the weekend. Photos taken by private guests in the club’s public dining area showed Trump and Abe conferring and looking at documents while surrounded by their aides following Pyongyang’s missile launch. “Reports and social media accounts have suggested White House staff used their own cell phones to provide illumination for reviewing documents,” Chaffetz said in a letter to White House chief of staff Reince Priebus. “Separately, one Mar-a-Lago guest posted to his Facebook page a photograph with a man described to be the holder of the ‘nuclear football,’” he added. White House spokesman Sean Spicer told reporters on Tuesday that Trump had been briefed on the North Korea situation with his national security team at a Sensitive Compartmented Information Facility, or SCIF, in Mar-a-Lago before and after the dinner. Spicer said a photo was taken later at the dinner Trump attended, and “everyone jumped to nefarious conclusions” about what may or may not have been discussed. “There is a SCIF there. It was utilized on two occasions that evening to convey to the president by his national security team the situation in North Korea,” Spicer said. While recognizing Spicer had denied any classified material was present in the dining room, Chaffetz said: “Discussions with foreign leaders regarding international missile tests, and documents used to support those discussions, are presumptively sensitive.” Chaffetz asked Priebus to explain to the committee whether security protocols were followed during the discussions, to identify which documents were reviewed at the dinner table in view of the guests and to explain whether any classified material was discussed in the resort’s common areas. He also asked for details on how the guests at Mar-a-Lago are vetted to ensure they are not foreign agents and to describe what security protocols are in place at the resort besides the SCIF. ",politicsNews,"February 14, 2017 ",False
U.S. lawmakers propose making it easier to meet auto fuel rules,"WASHINGTON (Reuters) - A bipartisan pair of Michigan lawmakers introduced a bill to make it easier for automakers to comply with federal fuel efficiency requirements, as the Trump administration considers softening standards that require nearly doubling the fuel economy of the U.S. new vehicle fleet by 2025. The proposal, introduced late on Wednesday, would extend the life of fuel economy credits that would currently expire after five years, lift a cap on transferring credits between car and truck fleets and award automakers credits for emissions reductions not measured by existing test procedures. The measure proposed by Representatives Fred Upton, a Republican, and Debbie Dingell, a Democrat, would also grant an industry wish by requiring that the Environmental Protection Agency and the National Highway Traffic Safety Administration reconcile their respective fuel economy standards so the industry can comply with just one set of rules. The proposal comes on the heels of a bipartisan measure to create a single federal standard for self-driving cars, also backed by the industry, that is on track to passage.  The Union of Concerned Scientists said the harmonization legislation and a similar bill introduced in the Senate would allow manufacturers to make vehicles that are on average 3 miles a gallon less efficient in 2021. The group estimated that would result in additional U.S. oil consumption of 350 million barrels of oil, costing drivers $34 billion and an additional 155 million metric tons of greenhouse gases. The Alliance of Automobile Manufacturers, a trade group representing General Motors Co, Toyota Motor Corp, Volkswagen AG (VOWG_p.DE) and others, praised the bill for “recognizing the consumer benefits that can come from better alignment of government programs.” The group noted there were significant differences between how the EPA and NHTSA award and allow use of credits. Last week, automakers told U.S. regulators they should revise fuel efficiency mandates because the standards do not reflect how cheap gas prices are affecting consumer demand. Automakers want changes in the 2021-2025 requirements that would make it easier for them to comply with fuel economy standards. Former President Barack Obama’s administration finalized rules in 2012 to double the fleetwide average fuel economy to 54.5 miles per gallon by 2025, but the EPA revised the target to 51.4 mpg based on rising truck sales. The Obama administration said the rules would save motorists $1.7 trillion in fuel costs but cost the auto industry about $200 billion over 13 years ",politicsNews,"October 12, 2017 ",False
Obama unveils wage insurance plan to spur job seekers,"WASHINGTON - U.S. President Barack Obama on Saturday laid out a plan to help support the income of workers who lose their jobs and end up in lower paying positions, as part of a push to get unemployed Americans back to work. The proposal would offer experienced workers who now make less than $50,000 a form of wage insurance, allowing them to replace half of their lost pay. The benefit would cover up to $10,000 over two years. “It’s a way to give families some stability and encourage folks to rejoin the workforce - because we shouldn’t just be talking about unemployment; we should be talking about re-employment,” Obama said in his weekly radio and Internet address, broadcast on Saturday. The wage insurance proposal will be included in a broader effort to overhaul the unemployment insurance system. Details about the program’s proposed funding will be further outlined in Obama’s budget for fiscal year 2017 expected to be released next month. Obama promised in his State of the Union earlier this week to advocate for legislative action on issues with bipartisan support during his last year in office. During the address, he pointed to wage insurance as one measure where lawmakers may be able to work together. The White House plan would require states to provide insurance for workers laid off from jobs they had held for at least three years. The plan would be federally-funded, but it would be administered through state unemployment insurance programs. Other measures proposed by the White House on Saturday included a requirement that all states provide at least 26 weeks of unemployment insurance benefits, and the creation of a permanent program that would automatically provide up to 52 additional weeks of federally-funded benefits for states experiencing rapid job-losses or high unemployment.       ",politicsNews,"January 16, 2016 ",False
ABOUT HILLARY’S COUGH: We Discovered The Secret To Why She Keeps Coughing [Video], ,politics,"Jul 20, 2016",True
China hopes all sides' words and actions reduce tension on Korean peninsula,"BEIJING (Reuters) - China said on Monday that it hopes all sides’ words and actions can help reduce tensions on the Korean peninsula, after Japanese Prime Minister Shinzo Abe said Japan would shoot down North Korean missiles if necessary. Foreign Ministry spokeswoman Hua Chunying made the comment at a regular news briefing.  ",politicsNews,"November 6, 2017 ",False
Trump picks former U.N. spokesman Grenell for ambassador to Germany,"WASHINGTON (Reuters) - President Donald Trump has picked former U.N. spokesman Richard Grenell as U.S. ambassador to Germany, a White House official who spoke on condition of anonymity said on Thursday. Grenell served as U.S. spokesman at the United Nations from 2001 to 2008, during the administration of Republican President George W. Bush. Currently, Grenell is a contributor to Fox News. His nomination as envoy to NATO ally Germany must be confirmed by the U.S. Senate. Trump has scolded Germany for not reaching NATO’s target for defense spending and complained about its trade surplus with the United States.  Grenell did not immediately respond to a request for comment. ",politicsNews,"July 21, 2017 ",False
DEMOCRATS ARE AFRAID That Trump Will Beat Hillary…And Here’s The Proof [VIDEO],"Don t let Hillary s cheerleaders in the mainstream media convince you that she can beat Trump. Trump has proven himself to be a formidable opponent and don t forget that Hillary was beaten by an amateur Jr. Senator in 2008. I ve consistently said throughout the analysis of this race that I would not want to run against Donald Trump because I think he s the most dangerous candidate. Give me Ted Cruz, give me John Kasich, give me any of the vanquished they re traditional politicians, easy to beat. And, Ted Cruz, in particular, way outside the mainstream,  she said. Donald Trump, when you look from what he said the other day about the gender bill and using the bathrooms, it proves that point because he knows how to appeal to not only Libertarians but to Independents who support that, too.   So he will be a very, very tough candidate to face in a general election. I think it will be one of the closest elections we see since 2000. https://youtu.be/ZqtKc1aPiA4",left-news,"Apr 25, 2016",True
Highlights: The Trump presidency on April 21 at 6:12 p.m. EDT/2212 GMT,"(Reuters) - Highlights for U.S. President Donald Trump’s administration on Friday: Trump promises a big announcement about tax reform next week and orders an administration review of Obama-era tax rules written to discourage U.S. companies from relocating overseas to cut their tax bills. Trump tells the Treasury Department to examine two powers given to regulators to police large financial companies following the 2008 financial crisis. South Korea says it is on heightened alert ahead of another important anniversary in North Korea, with a large concentration of military hardware amassed on both sides of the border amid concerns about a new nuclear test by Pyongyang. Trump, striving to make good on a top campaign promise, is pushing fellow Republicans who control Congress to pass revamped healthcare legislation but the same intraparty squabbling that torpedoed it last month could do it again. Defense Secretary Jim Mattis says Syria has dispersed its warplanes in recent days and that it retains chemical weapons, an issue he says will have to be taken up diplomatically. The Department of Justice threatens to cut off funding to California as well as eight cities and counties across the United States, escalating a Trump administration crackdown on so-called “sanctuary cities” that do not cooperate with federal immigration authorities. The United States will not make an exception for American companies, including oil major Exxon Mobil Corp, seeking to drill in areas prohibited by U.S. sanctions on Russia, Treasury Secretary Steven Mnuchin says.  Trump and his fellow Republicans who control Congress face their first major budget test next week, with the threat of a government shutdown potentially hinging on his proposed Mexican border wall as well as Obamacare funding. The House of Representatives Intelligence Committee says it has invited FBI, National Security Agency and Obama administration officials to testify as it restarts its investigation into alleged Russian meddling in the 2016 U.S. election. U.N. Secretary-General Antonio Guterres meets with Trump at the White House for the first time since both took office earlier this year and amid a U.S. push to cut funding to the world body and its agencies. The United States has offered to help fund Mexico’s efforts to eradicate opium poppies, a U.S. official says, as Mexican heroin output increased again last year. ",politicsNews,"April 21, 2017 ",False
 Donald Trump Thanks The ‘Poorly Educated’ For Handing Him Victory In Nevada (VIDEO),"Donald Trump moved ever closer to securing the Republican nomination for President of the United States this week with victory in the Nevada caucus.There s no way around it   Trump thrashed his opponents in Nevada. He won a massive 45.9% of the vote, knocking Marco Rubio into 2nd place with just 23.9%, and Cruz in 3rd on 21.4%. It appears that the Trump campaign is unassailable at this point, although a week is a long time in U.S. politics.Graphic via GuardianPerhaps the darkest moment of the night was when Trump actually said these words in his victory speech: We won with poorly educated! I love the poorly educated! There were whopping cheers and applause for this comment. Which seemingly bore zero irony. He continued: We re the smartest people. We re the most loyal people. First things first: Donald Trump is not poorly educated. He attended the Kew Forest School until 8th grade before spending the rest of his schooling in the New York Military Academy. He later won a bachelors degree in Economic from the Wharton School of Business at the University of Pennsylvania. So, another total lie from this candidate.One reason  poorly educated  might appeal to Trump though, is that part of the education process is to give a person the tools to think critically about an issue, and to fact-check arguments. It is not to say you cannot have these skills without a decent high school education, but it s an uphill struggle. It s not impossible to save a person having a heart attack without having had medical training, but you d put your money on the doctor every time.So, now wonder Trump would like to keep America under-educated.According to leading fact-checking site Politifact, just 1% of claims made by Donald Trump are true. One percent! Meanwhile, 3 out of every 5 statements he makes are absolute lies. Let s take a look back at some of those lies:They just keep on coming.And on the matter of faith, Donald Trump is now claiming to be some sort of born again evangelical. Yet, Trump has been married three times, pokes fun of Holy Communion as eating  the little cracker , claims he has never asked God to forgive his sins in his life, and could not name a single passage of the Bible when pressed for his favorite piece of scripture.Trump is about as devout a Christian as Bill Nye.And yet, he is winning evangelical support in droves. Why? Because the evangelical, Christian Conservative movement has zero to do with faith in God, and everything to do with a fanatical conviction in right-wing principles of crony capitalism, white supremacy, homophobia and sexism.If this was not the case, Trump would be the LAST candidate that appealed to Evangelicals. To any right-thinking Christian, he is the 21st century incarnation of the Whore of Babylon.But Trump gets a pass for all of this, because under-educated people are having their ignorance exploited, and bigoted people are having their bellies tickled. This resurgent right is euphoric that it s candidate can say things on national television that have been outlawed in workplaces and public spaces for decades. They are thrilled that hate has been made mainstream by their candidate, and they are going to come out in their droves to support him.This means that voting in this year s election will be the most important ballots cast on American soil in a very long time. The reproductive rights of women, the rights of LGBT Americans, the rights of non-Christians, the rights of victims of rape and sexual assault, the rights of victims of gun crime, the rights of non-white Americans   they are all on the chopping block in this election.  Every American with a conscience and a sense of decency has the absolute duty to make a stand against this sh*tstorm of stupidity, bigotry and ignorance.  Featured Image via Screengrab",News,"February 24, 2016",True
STEVE JOBS’ WIDOW ANNOUNCES SUPPORT FOR “Revolutionary” HILLARY On Same Day Hillary’s Busted For Faking This…,"You d think she d know a thing or two about email servers and at a minimum, question Hillary s integrity Apple founder Steve Jobs  widow Laurene has told of her admiration for Democratic White House front-runner Hillary Clinton.Ms Jobs, 51, called former First Lady Hillary a  revolutionary  woman, and added that it s not just because she s a woman   but  the type of woman she is .Speaking to Time 100, Ms Jobs said:  Hillary Clinton is not familiar. She is revolutionary. Not radical, but revolutionary: The distinction is crucial. She is one of America s greatest modern creations. Her decades in our public life must not blind us to the fact that she represents new realities and possibilities. Indeed, those same decades have conferred upon her what newness usually lacks: judgment, and even wisdom. Oops wrong picture! It matters, of course, that Hillary is a woman. But what matters more is what kind of woman she is. Mrs Clinton announced her intention to seek the Democratic nomination on Sunday   and set upon the campaign trail with a trip to meet  ordinary  voters in Iowa.But she was blasted for her  staged  visit on Tuesday morning to a coffee shop in LeClaire, Iowa.Austin Bird, one of the men pictured sitting at the table with Mrs Clinton, claimed the whole event was orchestrated  from beginning to end .Bird told Daily Mail Online that campaign staffer Troy Price called and asked him and two other young people to meet him Tuesday morning at a restaurant in Davenport, a nearby city. Price then drove them to the coffee house to meet Clinton after vetting them for about a half-hour.The three got the lion s share of Mrs. Clinton s time and participated in what breathless news reports described as a  roundtable  the first of many in her brief Iowa campaign swing. Bird himself is a frequent participant in Iowa Democratic Party events. He interned with President Obama s 2012 presidential re-election campaign, and was tapped to chauffeur Vice President Joe Biden in October 2014 when he visited Davenport. What happened is, we were just asked to be there by Troy,  Bird said Wednesday in a phone interview. We were asked to come to a meeting with Troy, the three of us, at the Village Inn. The other two, he confirmed, were University of Iowa College Democrats president Carter Bell and Planned Parenthood of the Heartland employee Sara Sedlacek. It was supposed to be a strategy meeting,  Bird recalled,  to get our thoughts about issues. But then all of a sudden he says,  Hey, we have Secretary Clinton coming in, would you like to go meet her? And then we got in a car   Troy s car   and we went up to the coffee house, and we sat at a table and then Hillary just came up and talked with us. Bird said  we all were called. I mean, Troy asked us all to do   to go to a meeting with him. And we didn t really know what it was about. I mean, he did. He knew. Via: UK Daily Mail",politics,"Apr 16, 2015",True
Leading Democrat: Critics can't conclude Trump is impaired,"WASHINGTON (Reuters) - Adam Schiff, the top Democrat on the House Intelligence Committee, said on Sunday that it was premature to try to remove U.S. President Donald Trump by claiming he is physically or mentally impaired. Schiff told Jake Tapper on CNN’s “State of the Union” program that it did not make sense for Trump’s opponents to focus on the 25th Amendment to the U.S. Constitution, which two Democratic lawmakers invoked against the president after his controversial comments about a white nationalist rally in Virginia. Under the 25th Amendment, the vice president takes over as acting president if he and a majority of either Cabinet officials or “such other body as Congress may by law provide” declare in writing that the president “is unable to discharge the powers and duties of his office.” “I think we’re still far from concluding that that’s the case,” Schiff said, “even though we find, many of us, his conduct anathema and there to be a serious problem here.”  The White House did not immediately respond to a request for comment. California Representative Zoe Lofgren on Friday introduced a resolution urging Vice President Mike Pence and Trump’s Cabinet to have medical and psychiatric professionals examine the president to help determine whether he can do his job. “Many Americans, including many Republicans, have observed the President’s increasingly disturbing pattern of actions and public statements that suggest he may be mentally unfit to execute the duties required of him,” Lofgren said in a statement. Representative Jackie Speier, also of California, said in a Twitter post on Tuesday that Trump was “showing signs of erratic behavior and mental instability that place the country in grave danger. Time to invoke the 25th Amendment.”  Speier wrote the post after Trump’s explosive news conference on Tuesday, when he blamed violence in Charlottesville, Virginia, not just on white nationalist rally organizers but also on counter-protesters. Trump said there were “very fine people” in both groups. Those comments also provoked criticism from Republican Senator Bob Corker, who told reporters on Thursday that Trump “has not yet been able to demonstrate the stability nor some of the competence that he needs to demonstrate in order to be successful,” according to a Tennessee local news website. Corker did not refer to the 25th Amendment in his remarks. ",politicsNews,"August 20, 2017 ",False
THINK AMERICA CAN’T END UP LIKE GREECE? THINK AGAIN!," The United States government has been living beyond its means, running up an enormous debt that will eventually need to be repaid. Most Americans look at the rerun of the Greek euro crisis with something between smug amusement and condescending disapproval. When will those profligate Greeks get their economic house in order and stop looking to others to bail them out? But, should people living in glass economic houses really throw stones? After all, just like Greece, the United States government has been living beyond its means, running up an enormous debt that will eventually need to be repaid. True, our budget deficit this year will be lower than it has been, just $486 billion compared to $1.4 trillion as recently as 2009. But this is just a temporary respite. Within the next couple of years the deficit will start to rise again. By 2025, we will again face trillion-dollar shortfalls. And even a $486 billion deficit adds to our ever growing debt. Our national debt currently approaches $18.2 trillion, roughly 101% of GDP. That s right. We owe more than the value of all the goods and services produced in this country every year. It is as if your credit-card bills exceeded your entire pay check. That s not quite as bad as Greece, of course, whose debt exceeds 177% of their GDP. But it is worse than countries like France or Spain.  And give us time! Like Greece, the driving force behind our debt is the growing cost of entitlement programs for health care and retirement. If one includes future unfunded liabilities for Social Security and Medicare, our real debt exceeds $90 trillion. That s more than five times our GDP. Greece is still in worse shape   their unfunded liabilities top 875% of GDP   but we re gaining. At the heart of Greece s problems lies a government grown too big, too intrusive, and too expensive. The Greek government spent nearly half of the country s GDP last year (49.3%), and that actually represents a decline from the 51.8% it averaged since 2006. The Greek s may complain about austerity, but they ve hardly practiced it. Our government is far smaller than Greece s today. Federal spending is just 20.5% of GDP. But, according to the Congressional Budget Office s alternative fiscal scenario, that could rise to almost 34% by mid-century. Factoring in state and local government spending, which already accounts for roughly 14.4% of GDP, total government expenditure in the US could reach 48% to 50% in 2050, roughly Greek levels. As government grows, the private sector contracts. Greece has one of the most inhospitable business climates in Europe, ranking 84th in the world in the most recent Economic Freedom of the World Index. Meanwhile, as the United States continues to increase taxes and regulations, we have fallen from the second highest economic freedom ranking just 15 years ago to 12th place. Of course, the United States has some advantages that the Greeks lack. Greece owes a significant share of its debt to foreign governments, while the majority of American debt is domestically held. The United States also faces low borrowing rates, while Greece has been effectively shut out of capital markets. The US debt may be bad, but in many ways we are the fastest horse in the glue factory. As long as the euro remains in crisis, we will continue to be able to borrow money at absurdly low interest rates. The United States also controls its own currency and monetary policy, while Greece is hostage to the European Central Bank, which must balance its interest against those of other countries in the monetary union, many of which are in far different economic positions.The danger for the United States is that spending on entitlements will surge in the coming decades, which means that, absent reform, they take over the economy. Investors would respond to the weaker economic outlook by demanding higher returns in order to continue investing in US bonds, which would further drive up interest costs, making our problems even worse. And, of course, unlike Greece, there aren t other countries or organizations available to bail us out.Read more: NYP",Government News,"Jul 6, 2015",True
PUTIN ACCUSES U.S. Of Leaking Flight Path Of Russian Plane Shot Down By Turkey…Turkey Buying ISIS Oil,"Countdown until Obama is OUT OF OFFICE: 347 days 8 hours 29 minutes 30 secondsPresident Vladimir Putin said on Thursday that Russia had given prior information to the United States of the flight path of the plane downed by Turkey on the Syrian border. The American side, which leads the coalition that Turkey belongs to, knew about the location and time of our planes  flights, and we were hit exactly there and at that time,  Putin said at a joint press conference with French counterpart Francois Hollande in the Kremlin. Putin said the Russians had given prior information to the U.S. of the flight path of the plane   but the U.S. had  leaked  the information to Turkey.Ahead of the Hollande talks, Putin and Turkish President Recep Tayyip Erdogan traded barbs, with the Russian leader saying he was waiting for an apology and Erdogan ruling out any such move.President Recep Tayyip Erdogan says Turkey s right to protect its borders must be respected, after the military shot down a Russian plane on the Syrian border for allegedly violating its airspace.Putin on Thursday dismissed as  rubbish  Turkey s claim that it would not have shot down the jet if it had known it was Russian. They [our planes] have identification signs and these are well visible,  Putin said.  Instead of [ ] ensuring this never happens again, we are hearing unintelligible explanations and statements that there is nothing to apologise about. Putin has also accused Turkey of buying oil from the Islamic State jihadist group, whose financing heavily relies on the sale of energy resources.Putin said there was  no doubt  that oil from  terrorist-controlled  territory in Syria was making its way across the border into Turkey. We see from the sky where these vehicles [carrying oil] are going,  Putin said.  They are going to Turkey day and night. These barrels are not only carrying oil but also the blood of our citizens because with this money terrorists buy weapons and ammunition and then organise bloody attacks,  he added.Via: Yahoo",Government News,"Nov 27, 2015",True
House speaker tells Trump healthcare bill lacks votes: CNN,"WASHINGTON (Reuters) - U.S. House Speaker Paul Ryan told President Donald Trump on Friday that there are not enough votes to pass Republicans’ healthcare bill, CNN reported, citing a Republican source. Ryan, at a meeting with Trump at the White House, is seeking guidance from Trump about possible next steps, according to CNN. Republican leaders had been planning a vote later on Friday on the measure, which seeks to dismantle Obamacare. ",politicsNews,"March 24, 2017 ",False
Democratic senator tussles with U.S. Treasury secretary over communication,"WASHINGTON (Reuters) - The U.S. Senate Banking Committee’s top Democrat tussled with Treasury Secretary Steven Mnuchin during a hearing on Thursday over the flow of information from his agency, and later asked if President Donald Trump, a Republican, had ordered him to restrain communications with Democrats. “Are you aware of any White House guidance formal or informal urging administration officials not to respond to or to delay in responding to Democratic senators?” Senator Sherrod Brown, a liberal Democrat, asked Mnuchin toward the end of the hearing. “I am not,” Mnuchin answered. Brown said earlier in the hearing that he had written to Mnuchin on March 2 asking about “potential conflicts of interest and ownership in the administration,” but did not receive a response. He then pressed Mnuchin to send the committee “a complete list of Trump business associates and financial ties.”  Mnuchin said that before the hearing he had checked that Treasury staff “had fully responded to all the inquiries from you and the committee” and asked Brown to send a note reminding him to deliver the list. While other senators began questioning Mnuchin, the two took the argument off-line, with Treasury emailing reporters a brief statement saying that it had responded to Brown’s letter on March 31. Brown’s office then circulated the response it had received, which generally discussed compliance with conflict of interest laws and lacked any details. Brown’s office said Treasury’s brief letter had not answered his questions. The senator also did not seem reassured that Treasury was not dragging its feet in communicating with Democrats. After he asked about possible guidance from the White House, Brown pressed: “Will you commit to responding to...members of both parties of this committee in a timely manner to all requests for information?” “I will,” Mnuchin responded. A Treasury spokesman did not replay to questions about any formal or informal White House orders on communication. ",politicsNews,"May 18, 2017 ",False
Bulgarians use 'speed dating' to get know migrants,"SOFIA (Reuters) - Couples lining up to face each other are given 30 seconds to chat before moving on - in a version of speed dating that, rather than sparking romance, aims to promote understanding and integration for new immigrants. At a social center in the Bulgarian capital Sofia, the locals stand on one side, the immigrants - many refugees from Syria, Afghanistan and other war-torn countries - face them.  The quick-fire conversations - in which participants have just seconds to share their dreams and stories of love, pain and family - are aimed at starting a dialogue between two communities that in normal daily life rarely speak to each other on an equal footing.  It s so good to have an event like this, especially for refugees,  said Rodi Naamo, a 26-year-old Syrian Kurd who arrived in Bulgaria in 2015, when hundreds of thousands of migrants passed through the Balkans en route to Germany and northern Europe.  Bulgarians also appreciated the speedy encounters, as well as the Middle Eastern food and traditional Afghan dances afterwards.  I really enjoyed it, it helped me overcome prejudices,  said Milka Bocheva, a Bulgarian who runs an online business.  They (the refugees) are just people like us, we gave such similar answers.  Bulgaria stands out in the region for its significant Muslim minority, some 12 percent among 7.1 million mainly Orthodox Christians - a legacy of its history as part of the Ottoman Empire.  Despite that, large parts of the population are concerned about the influx of asylum-seekers and migrants.  Naamo, who returned to Bulgaria after a short spell in Germany, to work in a call center, believes opinions are starting to change.  I decided to stay here, this is my country. I ll bring my family here,  he said.   ",worldnews,"October 12, 2017 ",False
